#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2016-02-29T21:59:28 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ56d4b2251d72	
#INFO	-out.max=unlimited	
#INFO	queryParameters=16	
#-oc.form=dec
#-out.max=unlimited
#-nav=cat:I/239&tab:{I/239/hip_main}&key:source=I/239/hip_main&HTTPPRM:&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=I/239/hip_main
#-order=I
#-out=HIP
#-out=Vmag
#Vmag=-1.44 .. 6.0
#-out=Plx
#-out=B-V
#HIPep=HIPep
#Erratum=Erratum
#

#RESOURCE=yCat_1239
#Name: I/239
#Title: The Hipparcos and Tycho Catalogues (ESA 1997)
#Coosys	J2000_1991.250:	eq_FK5 J2000
#Table	I_239_hip_main:
#Name: I/239/hip_main
#Title: The Hipparcos Main Catalogue\vizContent{timeSerie}
#Column	HIP	(I6)	Identifier (HIP number) (H1)	[ucd=meta.id;meta.main]
#Column	Vmag	(F5.2)	? Magnitude in Johnson V (H5)	[ucd=phot.mag;em.opt.V]
#Column	Plx	(F7.2)	? Trigonometric parallax (H11)	[ucd=pos.parallax.trig]
#Column	B-V	(F6.3)	? Johnson B-V colour (H37)	[ucd=phot.color;em.opt.B;em.opt.V]
#HIP|Vmag|Plx|B-V
# |mag|mas|mag
#------|-----|-------|------
 17309| 5.68|   7.97|-0.016
 17313| 4.97|   3.53|-0.048
 17342| 5.74|   1.48| 1.736
 17351| 4.59|  18.34| 1.191
 17358| 3.01|   6.18|-0.125
 17378| 3.52| 110.58| 0.915
 17395| 5.59|  23.30| 0.216
 17440| 3.84|  32.71| 1.133
 17448| 3.84|   2.21| 0.022
 17457| 5.24|   4.99|-0.088
 17460| 5.60|   9.83| 0.062
 17489| 5.45|   9.75|-0.034
 17499| 3.72|   8.80|-0.105
 17506| 5.56|   9.28| 1.411
 17527| 5.66|   8.87|-0.064
 17529| 3.77|   5.86| 0.425
 17531| 4.30|   8.75|-0.110
 17534| 5.72|   8.93| 0.961
 17563| 5.34|   5.54|-0.099
 17573| 3.87|   9.06|-0.063
 17579| 5.76|   8.43|-0.036
 17584| 5.66|   3.14|-0.080
 17585| 5.79|  18.06| 0.347
 17587| 4.78|   4.08| 0.747
 17593| 4.43|   6.56| 1.604
 17595| 5.91|   9.68| 0.992
 17608| 4.14|   9.08|-0.051
 17618| 5.91|   9.90| 0.110
 17651| 4.22|  55.79| 0.434
 17678| 3.26|  15.23| 1.590
 17702| 2.85|   8.87|-0.086
 17717| 5.24|  11.98| 0.075
 17738| 5.52|  11.55| 0.973
 17771| 5.08|   5.77|-0.125
 17776| 5.44|   9.64|-0.067
 17798| 5.81|   3.93| 1.602
 17797| 4.30|  20.23|-0.038
 17805| 5.91|   6.58| 1.224
 17846| 5.95|  14.43| 0.279
 17847| 3.62|   8.57|-0.070
 17851| 5.05|   8.42|-0.082
 17854| 5.40|  10.02| 0.096
 17874| 4.17|  15.54| 0.927
 17884| 4.39|   3.38| 1.870
 17886| 5.14|  10.96| 0.057
 17891| 5.82|  14.11| 0.189
 17932| 5.65|   9.41| 0.779
 17954| 5.24|  16.96| 0.231
 17959| 4.59|   9.73| 0.064
 18081| 5.78|   3.15|-0.036
 18089| 5.66|   4.63| 0.046
 18141| 5.48|   6.49|-0.090
 18170| 5.97|  24.14| 0.354
 18199| 5.93|   9.06| 1.220
 18212| 5.76|   7.58| 1.040
 18213| 5.11|   9.19|-0.133
 18216| 4.64|   8.46|-0.136
 18217| 5.80|  19.14| 0.182
 18246| 2.84|   3.32| 0.271
 18255| 4.46|   9.46| 0.672
 18262| 5.70|   6.32| 0.599
 18339| 5.99|  20.41| 0.323
 18396| 5.39|   3.86|-0.073
 18434| 5.49|   3.36|-0.058
 18453| 5.28|  24.51| 0.425
 18471| 5.62|  22.31| 0.345
 18488| 4.99|   1.76| 1.435
 18505| 4.95|   9.65|-0.074
 18532| 2.90|   6.06|-0.199
 18543| 2.97|  14.75| 1.588
 18597| 4.56|   6.15| 1.590
 18606| 5.85|  22.88| 1.001
 18614| 3.98|   1.84| 0.016
 18647| 5.61|   3.66| 1.479
 18673| 4.62|   9.85|-0.121
 18723| 5.93|   9.09| 0.036
 18724| 3.41|   8.81|-0.099
 18735| 5.89|  21.99| 0.319
 18744| 4.48|   6.65| 1.500
 18772| 4.97|   9.85| 1.386
 18788| 5.28|   7.20|-0.133
 18805| 5.67|   5.77| 0.005
 18859| 5.38|  52.00| 0.516
 18907| 3.91|  25.24| 0.032
 18957| 5.32|   3.12|-0.080
 18975| 5.45|  27.80| 0.371
 18993| 5.36|  28.87| 0.505
 19009| 5.46|   3.42| 0.813
 19011| 5.62|   8.12| 1.062
 19018| 5.00|   1.88| 0.495
 19038| 4.36|  18.04| 1.064
 19076| 5.90|  59.79| 0.620
 19095| 5.59|  23.16| 0.324
 19129| 5.88|   5.23| 1.543
 19167| 4.25|   9.41|-0.011
 19171| 5.18|   6.60|-0.124
 19205| 5.21|  36.26| 0.359
 19284| 5.89|   9.46| 1.497
 19335| 5.52|  46.87| 0.520
 19343| 3.96|   5.89|-0.025
 19376| 5.94|   7.32| 0.052
 19388| 5.51|  11.21| 1.077
 19398| 5.45|   4.49|-0.147
 19454| 5.84|  24.44| 0.393
 19461| 5.10|   9.44| 0.589
 19483| 5.44|   8.65| 0.941
 19511| 5.70|  10.06| 1.057
 19513| 5.39|  16.72| 0.352
 19515| 4.93|  18.61| 0.334
 19525| 5.75|   5.95| 1.412
 19554| 5.71|  25.89| 0.360
 19571| 5.80|  13.06| 0.165
 19587| 4.04|  25.98| 0.327
 19719| 5.29|  27.04| 0.366
 19740| 4.84|   8.78| 0.799
 19747| 3.85|  27.85| 1.085
 19777| 4.87|  15.80| 1.156
 19780| 3.33|  19.98| 0.915
 19799| 5.22|   6.88|-0.085
 19805| 5.45|  12.21| 1.106
 19811| 4.67|   5.20| 1.007
 19812| 4.12|   4.51| 0.935
 19849| 4.43| 198.24| 0.820
 19860| 4.27|   7.50|-0.054
 19893| 4.26|  49.26| 0.312
 19921| 4.44|  54.84| 1.078
 19949| 5.20|   9.24| 0.052
 19968| 5.69|   7.97|-0.116
 19983| 5.72|  12.38| 1.108
 19990| 4.93|  34.87| 0.259
 19996| 5.95|   5.92| 1.078
 20020| 5.88|   7.05|-0.061
 20042| 3.55|  18.27|-0.108
 20049| 5.67|   8.00| 0.836
 20070| 4.60|  10.25| 0.043
 20075| 6.00|   3.12| 1.597
 20087| 5.64|  18.25| 0.277
 20156| 5.46|  12.59| 0.235
 20161| 5.33|  14.10| 1.066
 20171| 5.50|  12.20|-0.069
 20186| 5.34|  10.32|-0.107
 20205| 3.65|  21.17| 0.981
 20219| 5.58|  22.31| 0.283
 20234| 5.55|   2.74|-0.031
 20241| 5.95|   9.42| 0.962
 20250| 4.97|   9.53| 1.150
 20252| 4.93|  14.42| 0.950
 20261| 5.26|  21.20| 0.225
 20264| 5.38|   7.05|-0.027
 20266| 5.26|   9.80| 0.820
 20268| 5.76|   7.62| 0.914
 20271| 5.85|   4.31|-0.124
 20297| 5.78|  18.61| 0.359
 20341| 5.86|   6.98| 1.320
 20354| 4.80|   7.03|-0.022
 20376| 5.40|   7.64| 1.497
 20380| 5.91|  10.53| 0.112
 20384| 5.24|   8.58| 0.955
 20400| 5.72|  21.87| 0.315
 20417| 5.91|   1.86| 1.660
 20430| 5.38|  12.19|-0.041
 20455| 3.77|  21.29| 0.983
 20465| 5.81|   7.18| 1.507
 20484| 5.64|  21.17| 0.310
 20493| 6.00|   6.77| 0.029
 20507| 5.17|  15.66| 0.072
 20522| 5.10|   8.23| 0.074
 20535| 3.97|  11.95| 1.468
 20542| 4.80|  22.36| 0.154
 20579| 5.73|   5.34|-0.054
 20591| 5.77|  24.00| 0.400
 20614| 5.97|  20.40| 0.378
 20619| 5.94|   5.08| 1.533
 20635| 4.21|  21.27| 0.136
 20641| 5.27|  22.65| 0.250
 20648| 4.30|  22.05| 0.049
 20704| 5.29|  13.42| 0.986
 20711| 4.28|  21.07| 0.263
 20713| 4.48|  20.86| 0.262
 20732| 4.69|   7.17| 0.979
 20776| 5.42|   3.48| 1.179
 20789| 5.53|   7.86|-0.098
 20804| 5.87|   6.70| 0.049
 20825| 5.74|   9.92| 1.005
 20842| 5.72|  20.85| 0.270
 20860| 5.51|   4.76|-0.106
 20873| 5.90|  18.42| 0.325
 20877| 4.96|  16.78| 1.137
 20884| 5.53|   8.47|-0.099
 20885| 3.84|  20.66| 0.952
 20889| 3.53|  21.04| 1.014
 20892| 5.95|  10.09| 1.215
 20894| 3.40|  21.89| 0.179
 20901| 5.02|  20.33| 0.215
 20922| 5.61|   2.07|-0.202
 20982| 5.47|  10.74| 0.855
 20995| 5.58|  22.93| 0.324
 21029| 4.78|  22.54| 0.170
 21036| 5.40|  21.84| 0.263
 21039| 5.47|  22.55| 0.258
 21042| 5.95|   8.92| 1.005
 21060| 5.07|   4.59|-0.194
 21139| 4.91|   3.93| 1.320
 21148| 5.78|  -1.53| 0.119
 21192| 5.76|   7.61|-0.117
 21247| 5.94|   8.74| 0.306
 21248| 4.49|  26.22| 0.972
 21253| 5.79|  21.74| 1.028
 21273| 4.65|  21.39| 0.255
 21278| 5.71|   4.18|-0.128
 21281| 3.30|  18.56|-0.079
 21295| 5.67|   7.99| 0.055
 21296| 5.20|   4.05| 1.708
 21297| 5.24|   4.96| 1.465
 21323| 5.88|   7.00|-0.048
 21393| 3.81|  15.62| 0.957
 21402| 4.25|  21.68| 0.184
 21421| 0.87|  50.09| 1.538
 21444| 3.93|   5.56|-0.210
 21452| 5.91|   7.36|-0.009
 21476| 4.25|   5.08| 1.171
 21479| 5.59|  16.02| 1.500
 21515| 5.32|   3.85|-0.107
 21547| 5.22|  33.60| 0.283
 21588| 5.78|  21.96| 0.312
 21589| 4.27|  21.79| 0.122
 21594| 3.86|  29.84| 1.082
 21604| 5.85|   9.03|-0.019
 21644| 4.99|  14.34| 0.074
 21670| 5.38|  19.44| 0.257
 21673| 5.08|  21.49| 0.141
 21683| 4.67|  20.51| 0.147
 21685| 5.46|  16.42| 1.054
 21727| 5.07|   6.58| 1.079
 21730| 5.36|  11.76| 0.331
 21735| 5.45|   9.46|-0.121
 21743| 5.56|  10.34| 0.926
 21763| 4.32|   9.03| 1.599
 21770| 4.44|  49.67| 0.342
 21819| 5.73|   9.74| 0.018
 21823| 5.66|  10.48| 0.002
 21847| 5.97|  32.03| 0.593
 21861| 5.04|  36.16| 0.391
 21881| 4.27|   8.14|-0.112
 21914| 5.30|   9.50| 0.977
 21928| 5.30|  12.02| 0.028
 21949| 5.53|   6.75|-0.114
 21958| 5.66|   4.36| 1.391
 21972| 5.86|   5.09| 0.013
 21986| 5.98|   8.04| 0.645
 22024| 5.78|   2.43|-0.076
 22028| 5.53|  11.06| 0.025
 22040| 5.28|  14.66| 0.206
 22044| 5.39|  20.73| 0.251
 22086| 5.72|   5.20| 1.476
 22109| 4.01|   6.13|-0.148
 22157| 5.35|  12.24| 0.197
 22176| 5.99|  10.81| 1.221
 22220| 5.99|   7.36| 0.934
 22263| 5.49|  75.10| 0.632
 22287| 5.29|  20.12| 0.246
 22325| 5.76|  24.06| 0.537
 22336| 5.77|  37.73| 0.631
 22361| 5.96|  21.92| 0.283
 22393| 5.57|  13.90| 1.132
 22407| 5.84|   9.71| 0.250
 22449| 3.19| 124.60| 0.484
 22453| 4.89|   6.18| 1.447
 22479| 5.03|  13.40| 0.992
 22509| 4.35|  16.84| 0.010
 22531| 5.58|  26.97| 0.341
 22545| 5.64|  10.16| 1.013
 22549| 3.68|   2.59|-0.157
 22565| 5.08|  17.27| 0.214
 22573| 5.82|  11.39| 0.105
 22626| 5.47|   6.53| 1.559
 22667| 4.71|   6.02| 1.773
 22678| 4.79|   5.81| 1.414
 22697| 5.97|   9.27| 0.368
 22699| 5.68|   6.31| 0.115
 22701| 4.36|  14.39| 0.257
 22730| 5.33|   5.11| 1.632
 22783| 4.26|   0.47|-0.008
 22797| 3.71|   2.43|-0.179
 22833| 5.18|  13.54| 0.121
 22834| 5.33|   7.39| 1.214
 22840| 5.98|   3.38|-0.116
 22845| 4.64|  27.04| 0.085
 22854| 5.52|   4.93| 0.015
 22860| 5.71|   6.85| 0.953
 22871| 5.47|   4.58| 1.518
 22881| 5.71|  11.30| 0.874
 22913| 5.79|   7.71|-0.085
 22936| 5.75|   6.82| 0.105
 22957| 4.06|  19.26| 1.158
 22958| 5.50|   4.41|-0.123
 23015| 2.69|   6.37| 1.490
 23040| 4.43|   8.68|-0.017
 23043| 5.51|   6.91| 1.304
 23068| 5.79|   6.92| 1.109
 23088| 5.79|  11.01| 0.018
 23123| 4.47|   3.42| 1.369
 23148| 5.84|   9.34| 0.932
 23166| 5.65|  23.17| 0.447
 23179| 4.93|  20.50| 0.037
 23221| 5.39|  18.29| 0.797
 23231| 4.78|  11.21| 0.267
 23261| 5.95|  18.86| 0.415
 23265| 5.09|   9.46| 1.304
 23362| 4.91|  15.60|-0.047
 23364| 4.80|   3.41|-0.164
 23408| 5.91|   6.55| 1.267
 23416| 3.03|   1.60| 0.537
 23430| 5.01|  13.45| 1.056
 23446| 5.92|   9.90| 1.170
 23453| 3.69|   4.14| 1.154
 23467| 5.30|   5.08| 0.996
 23474| 5.74|   6.22| 1.188
 23475| 5.86|  10.48| 1.212
 23482| 5.37|  38.19| 0.421
 23497| 4.62|  20.01| 0.155
 23522| 4.03|   3.27| 0.921
 23554| 5.61|  16.65| 0.094
 23595| 4.55|  17.63| 1.177
 23607| 4.65|   8.15|-0.064
 23649| 5.05|   6.88| 1.484
 23668| 5.71|  13.58| 1.166
 23685| 3.19|  14.39| 1.460
 23693| 4.71|  85.83| 0.526
 23734| 5.22|   4.86|-0.080
 23766| 6.00|   5.79| 1.380
 23767| 3.18|  14.87|-0.148
 23783| 4.98|  38.14| 0.343
 23794| 5.12|  11.65|-0.059
 23831| 5.97|  27.60| 0.606
 23835| 4.91|  63.02| 0.657
 23840| 5.19|   5.20| 1.646
 23871| 5.28|  18.80| 0.118
 23875| 2.78|  36.71| 0.161
 23879| 5.33|  16.84| 0.338
 23883| 5.84|   3.16| 0.168
 23900| 5.50|   1.01| 0.030
 23916| 5.80|   4.29|-0.059
 23941| 5.11|  39.99| 0.455
 23972| 4.25|   1.86|-0.187
 23983| 5.43|  18.54| 0.249
 24010| 4.81|  10.24| 0.313
 24019| 5.93|  18.28| 0.311
 24109| 5.67|  21.64| 0.452
 24162| 5.89|  26.04| 0.462
 24169| 5.60|   7.30| 1.350
 24197| 5.18|  10.15| 1.525
 24203| 5.88|   3.56| 0.662
 24244| 4.45|  13.53|-0.099
 24254| 5.44|   8.71|-0.108
 24294| 5.90|   7.31| 0.960
 24305| 3.29|  17.69|-0.110
 24327| 4.36|   5.83|-0.094
 24331| 4.46|   9.49| 1.166
 24340| 4.82|  20.08| 0.189
 24372| 4.81|   5.97| 1.274
 24426| 5.75|   6.73| 1.009
 24436| 0.18|   4.22|-0.030
 24450| 5.50|   5.45| 1.369
 24505| 5.06|  11.98|-0.067
 24504| 5.01|  12.14| 0.222
 24555| 5.52|   8.86|-0.012
 24575| 5.99|   2.24| 0.199
 24608| 0.08|  77.29| 0.795
 24659| 4.81|  29.63| 0.987
 24674| 3.59|   5.88|-0.115
 24679| 5.48|  20.69| 0.932
 24727| 4.54|  13.92| 1.252
 24732| 5.81|   9.09|-0.023
 24738| 5.55|   4.70| 1.492
 24786| 5.96|  40.11| 0.572
 24799| 5.38|   7.28|-0.167
 24813| 4.69|  79.08| 0.630
 24817| 5.34|  16.47| 0.412
 24822| 4.96|  15.83| 0.937
 24829| 5.44|  27.70| 0.517
 24831| 5.98|   7.31|-0.022
 24845| 4.29|   3.03|-0.235
 24873| 5.29|   9.83|-0.104
 24879| 5.05|   1.06| 0.287
 24902| 5.46|  10.66| 0.122
 24914| 5.64|   1.65| 1.728
 24927| 4.70|   7.11|-0.048
 25001| 5.66|  11.72| 0.060
 25028| 5.68|   3.03|-0.125
 25041| 5.78|   4.43|-0.114
 25044| 4.72|   2.53|-0.168
 25045| 5.06|  11.09| 0.662
 25048| 5.22|   5.08|-0.129
 25110| 5.08|  47.66| 0.506
 25142| 4.99|   3.39|-0.096
 25143| 5.54|  10.87| 0.127
 25187| 5.99|   6.61|-0.037
 25194| 5.73|   5.81| 1.626
 25197| 5.24|   9.59|-0.011
 25202| 5.25|   1.80|-0.219
 25223| 5.69|   4.03|-0.208
 25247| 4.13|  18.71| 0.943
 25278| 5.00|  68.19| 0.544
 25280| 5.64|  14.84|-0.001
 25281| 3.35|   3.62|-0.240
 25282| 5.07|  18.93| 0.961
 25291| 5.94|   3.97| 0.034
 25292| 5.02|   6.35| 1.445
 25302| 4.89|   2.94|-0.200
 25329| 5.60|   5.13| 1.543
 25336| 1.64|  13.42|-0.224
 25397| 5.78|  23.24| 0.441
 25428| 1.65|  24.89|-0.130
 25429| 5.14|   6.98| 0.986
 25471| 5.92|   2.53| 0.138
 25473| 4.59|   2.30|-0.199
 25488| 5.86|  10.52| 0.239
 25492| 5.69|   1.41| 0.175
 25499| 5.40|   4.88|-0.090
 25539| 4.88|   4.69|-0.140
 25541| 5.08|   8.14| 1.400
 25555| 5.52|   5.77| 0.015
 25583| 5.77|   4.63| 1.634
 25606| 2.81|  20.49| 0.807
 25608| 5.56|  11.10| 0.026
 25695| 5.47|   7.52|-0.042
 25708| 5.80|   6.98| 1.149
 25737| 4.71|   7.15| 1.592
 25751| 5.77|   2.60|-0.192
 25768| 5.46|  22.87| 0.615
 25769| 5.43|   3.50| 1.704
 25790| 5.93|   9.47| 0.103
 25813| 4.20|  11.30|-0.143
 25816| 5.99|   8.45| 1.112
 25853| 5.53|  12.00| 0.012
 25859| 3.86|  11.77| 1.130
 25861| 5.46|   2.08|-0.176
 25887| 5.86|   6.96| 1.349
 25918| 5.18|  32.43| 1.130
 25923| 4.62|   2.11|-0.261
 25930| 2.25|   3.56|-0.175
 25945| 4.32|   1.70| 2.060
 25950| 5.50|   2.92|-0.004
 25980| 5.34|   1.27|-0.188
 25984| 4.71|   0.80| 0.281
 25985| 2.58|   2.54| 0.211
 25993| 5.45|  18.92| 1.224
 26001| 5.34|  14.07| 1.039
 26019| 5.75|  11.74| 1.085
 26063| 5.36|   1.76|-0.175
 26064| 5.67|   1.74|-0.022
 26069| 3.76|   3.14| 0.640
 26093| 5.60|   6.35|-0.118
 26108| 5.92|   3.87| 1.535
 26126| 5.32|   9.45| 0.051
 26169| 5.79|   3.12| 1.717
 26176| 4.39|   3.31|-0.157
 26197| 5.67|   0.55|-0.228
 26199| 4.78|   1.75|-0.248
 26207| 3.39|   3.09|-0.160
 26215| 5.60|   2.23| 0.149
 26219| 5.76|  10.28| 1.120
 26220| 4.98|  -1.85|
 26221| 5.13|  -1.85| 0.020
 26235| 4.98|   1.72|-0.097
 26237| 4.58|   4.15|-0.183
 26241| 2.75|   2.46|-0.210
 26248| 5.37|   5.44|-0.092
 26268| 5.24|   8.80| 0.269
 26311| 1.69|   2.43|-0.184
 26344| 5.74|   4.37| 1.671
 26345| 5.71|   1.70|-0.212
 26366| 4.09|  28.10| 0.951
 26382| 5.53|  18.56| 0.237
 26386| 5.97|   3.97| 1.592
 26394| 5.65|  54.92| 0.600
 26396| 5.83|   6.83|-0.075
 26451| 2.97|   7.82|-0.148
 26460| 5.28|  23.54| 0.486
 26487| 5.87|   5.86|-0.061
 26535| 5.96|   2.08|-0.216
 26536| 5.40|   7.29| 0.450
 26545| 5.81|   6.65|-0.078
 26549| 3.77|   2.84|-0.190
 26563| 4.77|  21.24| 0.139
 26594| 4.50|   2.01|-0.098
 26606| 5.98|   2.77| 0.144
 26624| 5.99|  24.16| 0.294
 26634| 2.65|  12.16|-0.120
 26640| 5.18|   6.58|-0.150
 26649| 5.44|   8.54| 0.913
 26727| 1.74|   3.99|-0.199
 26736| 4.95|   1.56|-0.197
 26762| 5.93|  19.46| 0.311
 26777| 4.84|   4.36|-0.125
 26865| 5.88|   4.26| 0.080
 26868| 5.29|   8.99|-0.032
 26882| 5.62|  11.70| 1.249
 26885| 4.90|  10.80| 1.144
 26926| 5.97|  19.94| 0.447
 26966| 5.73|  14.45|-0.014
 27072| 3.59| 111.49| 0.481
 27100| 4.34|  22.48| 0.217
 27196| 5.46|   6.76| 0.030
 27204| 5.18|   2.52|-0.274
 27243| 5.31|   7.09| 1.040
 27249| 5.93|  16.89| 0.164
 27253| 5.95|  23.57| 0.773
 27265| 6.00|   3.71|-0.061
 27280| 5.78|  10.88| 0.888
 27288| 3.55|  46.47| 0.104
 27316| 5.72|   7.72| 0.077
 27321| 3.85|  51.87| 0.171
 27338| 5.47|   2.57| 0.301
 27364| 5.28|   4.08|-0.156
 27366| 2.07|   4.52|-0.168
 27386| 5.26|   6.80| 0.234
 27435| 5.97|  64.25| 0.639
 27468| 4.88|   6.25| 1.021
 27483| 4.51|  15.34| 0.949
 27511| 4.89|  12.00|-0.068
 27517| 5.49|  10.51| 0.870
 27530| 4.50|  18.78| 1.075
 27533| 5.87|   5.34| 0.055
 27534| 5.10|   6.37|-0.128
 27549| 5.79|   9.77| 0.876
 27560| 5.96|   6.43| 1.361
 27566| 5.46|  12.06|-0.076
 27581| 5.54|  10.44| 1.006
 27588| 5.97|   2.89| 0.953
 27621| 5.16|  12.33| 0.960
 27628| 3.12|  37.94| 1.146
 27629| 5.60|   8.66| 0.978
 27639| 4.72|   6.86| 1.621
 27654| 3.76|  29.05| 0.984
 27658| 5.36|   1.94|-0.195
 27673| 3.97|  15.17| 1.132
 27713| 5.95|   8.60| 0.100
 27737| 5.93|   7.86| 0.656
 27743| 5.60|   6.33|-0.053
 27747| 5.96|   2.38| 0.549
 27750| 4.76|   2.93| 1.382
 27766| 5.62|  10.14| 1.046
 27810| 4.88|   9.55|-0.154
 27830| 4.56|   7.45|-0.008
 27890| 4.65|  36.67| 1.022
 27913| 4.39| 115.43| 0.594
 27938| 5.62|   4.37| 1.523
 27939| 5.99|   3.94| 1.328
 27947| 5.29|  28.65| 0.295
 27949| 4.96|  13.54| 0.052
 27955| 5.55|   6.41| 1.515
 27965| 5.92|   2.32|-0.145
 27971| 5.20|   8.05| 0.010
 27973| 5.90|  12.72| 0.144
 27989| 0.45|   7.63| 1.500
 28010| 4.97|   9.93| 1.102
 28011| 5.87|  10.71| 1.173
 28085| 5.95|  11.18| 1.107
 28098| 5.52|   2.23| 0.382
 28103| 3.71|  66.47| 0.337
 28110| 5.97|   4.68|-0.038
 28139| 5.89|  10.62| 1.111
 28199| 4.36|   3.82|-0.165
 28237| 4.81|   1.55|-0.088
 28271| 5.89|   9.24| 0.223
 28287| 5.81|   2.58| 1.061
 28296| 5.21|   8.88| 0.009
 28302| 5.70|   3.89| 0.874
 28325| 5.04|   9.93| 0.189
 28328| 3.96|   6.14| 1.146
 28343| 5.90|   2.90| 1.194
 28358| 3.72|  23.22| 1.010
 28360| 1.90|  39.72| 0.077
 28380| 2.65|  18.83|-0.083
 28404| 4.30|   3.88| 1.701
 28413| 4.53|   7.77| 1.202
 28484| 5.65|  15.82| 0.207
 28499| 5.71|   3.19|-0.007
 28524| 5.54|   5.87| 1.580
 28562| 5.98|   4.75| 1.437
 28574| 4.92|   3.33|-0.128
 28614| 4.12|  21.49| 0.170
 28675| 5.03|   8.41| 1.335
 28691| 5.14|   3.05|-0.097
 28716| 4.64|   0.10| 0.236
 28734| 4.16|  21.64| 0.835
 28744| 5.19|   3.55|-0.066
 28756| 5.65|   3.01|-0.186
 28790| 5.93|  37.01| 0.493
 28812| 5.67|   2.96| 1.047
 28814| 5.63|   1.31| 1.041
 28816| 4.92|   3.05| 0.196
 28823| 5.90|  19.38| 0.358
 28854| 5.88|  16.96| 0.374
 28855| 5.80|  12.40| 0.027
 28899| 5.79|  12.25| 0.041
 28910| 4.67|  19.14| 0.046
 28909| 5.72|   9.82|-0.024
 28943| 5.46|   6.86| 0.064
 28946| 5.35|   8.57| 0.251
 28949| 5.37|   1.53|-0.122
 28984| 5.74|   3.50| 1.584
 28991| 5.04|   8.28| 1.256
 28992| 5.82|   3.10|-0.137
 29034| 5.00|   4.28|-0.095
 29038| 4.42|   6.10|-0.164
 29048| 5.28|   4.59| 1.661
 29064| 5.50|  12.48| 0.007
 29134| 5.06|  11.78|-0.072
 29150| 5.49|  12.77|-0.010
 29151| 5.70|   5.35| 0.067
 29196| 5.93|   0.53| 1.626
 29205| 5.56|  15.35| 1.150
 29225| 5.75|  -0.51| 0.192
 29234| 5.71|  18.48| 0.454
 29246| 5.35|   9.34| 1.096
 29263| 5.54|   3.82| 1.665
 29271| 5.08|  98.54| 0.714
 29276| 4.72|   1.97|-0.229
 29294| 5.72|   9.84| 1.072
 29353| 5.01|   4.86| 1.599
 29379| 5.83|   4.33| 1.110
 29388| 5.78|  10.49| 0.100
 29417| 5.06|   2.71|-0.201
 29426| 4.45|   5.14|-0.180
 29433| 5.76|   3.36|-0.071
 29434| 4.95|   4.21|-0.149
 29451| 5.78|   2.31| 1.646
 29490| 5.36|   5.08| 1.344
 29575| 5.83|  10.36| 0.910
 29616| 5.86|   7.21| 0.253
 29629| 5.83|   5.28|-0.155
 29650| 5.20|  47.33| 0.430
 29651| 3.99|   5.06| 1.319
 29655| 3.31|   9.34| 1.600
 29679| 5.88|   3.51| 1.322
 29678| 5.91|   2.38|-0.231
 29692| 5.99|  15.66| 1.058
 29696| 4.32|  19.31| 1.021
 29704| 5.34|   6.80|-0.101
 29711| 5.99|  15.03| 0.097
 29716| 5.62|  28.02| 0.506
 29730| 5.37|   6.54| 1.339
 29735| 5.00|   8.70|-0.078
 29736| 5.44|   2.33| 0.015
 29771| 5.97|   3.90|-0.167
 29800| 5.04|  51.00| 0.431
 29807| 4.37|  17.83| 0.978
 29808| 6.00|   8.35| 0.163
 29842| 5.54|  10.78| 1.129
 29850| 5.39|  12.85| 0.106
 29852| 5.88|  16.10| 0.139
 29860| 5.70|  51.76| 0.610
 29895| 5.15|   5.75| 1.293
 29919| 5.01|   5.53| 1.843
 29941| 5.51|   3.28|-0.163
 29996| 5.36|   6.38| 1.239
 29997| 4.76|  18.55| 0.025
 30011| 5.79|   1.77|-0.155
 30060| 4.44|  21.88| 0.032
 30069| 5.76|   8.24|-0.080
 30073| 5.27|   3.96|-0.177
 30093| 4.91|   6.44| 1.613
 30099| 5.67|   5.95| 1.578
 30122| 3.02|   9.70|-0.160
 30143| 5.55|   1.62|-0.182
 30214| 5.48|   1.95| 0.002
 30247| 5.34|  17.54| 0.448
 30277| 3.85|  13.75| 0.858
 30318| 6.00|  15.87| 0.319
 30321| 5.56|   5.48| 1.510
 30324| 1.98|   6.53|-0.240
 30342| 5.60|  19.87| 0.242
 30343| 2.87|  14.07| 1.621
 30419| 4.39|  25.39| 0.215
 30436| 5.61|   4.68| 1.561
 30438|-0.62|  10.43| 0.164
 30444| 5.62|  10.58| 1.027
 30457| 5.21|   7.76| 1.230
 30463| 5.78|  11.37|-0.001
 30520| 4.92|   0.85| 1.905
 30545| 5.88|  30.22| 0.564
 30565| 5.37|  12.25| 0.971
 30591| 5.76|   4.83|-0.061
 30651| 5.53|  12.01| 0.238
 30666| 5.87|  14.26| 0.070
 30679| 5.21|   4.78| 1.538
 30703| 5.82|   5.38| 1.279
 30717| 5.19|   3.43| 1.186
 30720| 5.55|   4.35| 1.376
 30728| 5.55|  11.15| 1.035
 30772| 5.06|   2.41|-0.175
 30788| 4.47|   8.03|-0.169
