#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2016-02-29T22:45:28 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ56d4b2251d72	
#INFO	-out.max=unlimited	
#INFO	queryParameters=16	
#-oc.form=dec
#-out.max=unlimited
#-nav=cat:I/239&tab:{I/239/hip_main}&key:source=I/239/hip_main&HTTPPRM:&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=I/239/hip_main
#-order=I
#-out=HIP
#-out=Vmag
#-out=Plx
#Plx=25 .. 772.33
#-out=B-V
#HIPep=HIPep
#Erratum=Erratum
#

#RESOURCE=yCat_1239
#Name: I/239
#Title: The Hipparcos and Tycho Catalogues (ESA 1997)
#Coosys	J2000_1991.250:	eq_FK5 J2000
#Table	I_239_hip_main:
#Name: I/239/hip_main
#Title: The Hipparcos Main Catalogue\vizContent{timeSerie}
#Column	HIP	(I6)	Identifier (HIP number) (H1)	[ucd=meta.id;meta.main]
#Column	Vmag	(F5.2)	? Magnitude in Johnson V (H5)	[ucd=phot.mag;em.opt.V]
#Column	Plx	(F7.2)	? Trigonometric parallax (H11)	[ucd=pos.parallax.trig]
#Column	B-V	(F6.3)	? Johnson B-V colour (H37)	[ucd=phot.color;em.opt.B;em.opt.V]
#HIP|Vmag|Plx|B-V
# |mag|mas|mag
#------|-----|-------|------
 16581| 8.08|  31.12| 0.871
 16711| 8.57|  74.86| 1.310
 16747| 8.43|  26.73| 0.984
 16846| 5.82|  34.52| 0.885
 16852| 4.29|  72.89| 0.575
 16879| 7.28|  26.78| 0.704
 16908| 9.35|  25.23| 0.917
 17027| 5.97|  28.44| 0.921
 17076| 8.24|  27.18| 0.810
 17096| 7.12|  28.90| 0.583
 17147| 6.68|  41.07| 0.554
 17157| 9.59|  39.84| 1.267
 17165| 9.58|  26.25| 1.025
 17187| 8.78|  31.46| 0.845
 17207| 9.61|  39.87| 1.360
 17248|11.34|  26.84| 1.427
 17255| 9.03|  26.52| 1.089
 17264| 9.73|  25.57| 1.013
 17265| 8.25|  33.92| 0.751
 17298| 6.50|  25.39| 0.522
 17336| 7.07|  38.75| 0.659
 17346| 9.20|  38.56| 1.128
 17364| 6.97|  27.27| 0.511
 17365|10.87|  32.95| 1.339
 17378| 3.52| 110.58| 0.915
 17405|10.83|  61.40| 1.470
 17414| 9.99|  58.09| 1.420
 17420| 7.10|  71.17| 0.927
 17439| 6.99|  61.63| 0.870
 17440| 3.84|  32.71| 1.133
 17458|10.63|  38.54| 1.380
 17491| 7.72|  37.58| 0.864
 17496| 9.13|  45.87| 1.179
 17544| 8.21|  45.95| 1.012
 17609| 9.61|  68.62| 1.437
 17651| 4.22|  55.79| 0.434
 17666| 7.67|  40.83| 0.796
 17689| 6.54|  25.99| 0.509
 17695|11.59|  61.45| 1.511
 17719|10.23|  26.39| 1.200
 17743|11.05|  57.59| 1.495
 17749| 9.17|  57.53| 1.314
 17750| 9.41|  57.53| 1.530
 17794| 9.45|  28.41| 1.080
 17852| 8.52|  26.35| 0.747
 17888| 8.58|  29.96| 0.822
 17928| 7.29|  26.91| 0.538
 17936| 7.72|  30.74| 0.684
 17956| 9.85|  33.74| 1.223
 17972|11.53|  28.85| 2.300
 17978| 8.61|  37.45| 0.913
 18090| 9.47|  29.52| 1.070
 18097| 7.57|  37.25| 0.684
 18106| 6.77|  25.34| 0.583
 18115|11.44|  42.09| 1.523
 18180|12.13|  39.48| 1.450
 18267| 6.81|  48.36| 0.719
 18280| 9.02|  64.90| 1.366
 18322|10.12|  26.49| 1.070
 18324| 7.84|  46.95| 0.831
 18343| 8.79|  29.04| 0.846
 18366| 6.82|  25.04| 0.518
 18413| 6.53|  46.74| 0.698
 18432| 6.88|  25.77| 0.748
 18450| 8.85|  56.69| 1.214
 18465|10.86|  29.23| 1.430
 18512| 8.07|  63.41| 1.115
 18527| 8.87|  25.90| 0.899
 18531| 8.78|  27.72|
 18538| 8.53|  27.86| 0.766
 18658| 6.35|  25.42| 0.417
 18758| 8.27|  28.69| 0.810
 18774| 8.20|  62.57| 1.132
 18844| 6.74|  38.89| 0.667
 18859| 5.38|  52.00| 0.516
 18907| 3.91|  25.24| 0.032
 18915| 8.51|  54.14| 0.863
 18965| 8.18|  28.44| 0.834
 18975| 5.45|  27.80| 0.371
 18986| 7.13|  27.42| 0.680
 18993| 5.36|  28.87| 0.505
 19076| 5.90|  59.79| 0.620
 19117|10.06|  29.02| 1.120
 19143|10.00|  27.68| 0.964
 19165| 9.70|  42.54| 1.206
 19205| 5.21|  36.26| 0.359
 19233| 6.37|  43.12| 0.636
 19248| 8.59|  28.67| 0.944
 19255| 7.13|  48.59| 0.865
 19301| 7.70|  33.43| 0.725
 19325| 8.61|  31.12| 0.900
 19333| 9.71|  39.03| 1.211
 19335| 5.52|  46.87| 0.520
 19337|10.18|  73.01| 1.495
 19394|11.79|  66.82| 1.480
 19416| 8.64|  29.01| 0.888
 19422| 7.70|  54.17| 0.952
 19428| 6.88|  25.08| 0.550
 19441|10.10|  29.78| 1.192
 19472| 9.07|  29.88| 1.070
 19510|11.46|  26.34| 1.298
 19554| 5.71|  25.89| 0.360
 19587| 4.04|  25.98| 0.327
 19591| 9.38|  27.21| 1.090
 19655| 9.73|  38.64| 1.216
 19719| 5.29|  27.04| 0.366
 19739|10.80|  28.84| 1.424
 19747| 3.85|  27.85| 1.085
 19767| 6.74|  27.98| 0.677
 19788| 8.78|  30.02| 0.943
 19832| 9.38|  48.95| 1.209
 19834|11.56|  31.94| 1.363
 19841| 8.19|  37.87| 0.840
 19849| 4.43| 198.24| 0.820
 19855| 6.94|  47.86| 0.680
 19859| 6.32|  47.20| 0.570
 19861| 8.71|  35.81| 1.012
 19862|10.96|  31.11| 0.924
 19884| 7.64|  76.46| 1.115
 19893| 4.26|  49.26| 0.312
 19911| 7.50|  28.69| 0.661
 19912| 9.84|  26.49| 1.148
 19921| 4.44|  54.84| 1.078
 19930| 8.25|  39.08| 0.918
 19948|10.91|  47.05| 1.512
 19959|10.32|  27.86| 1.220
 19976|10.48|  25.61| 1.602
 19981| 9.77|  30.56| 1.230
 19990| 4.93|  34.87| 0.259
 20012|11.36|  28.68| 1.240
 20048| 8.89|  25.63| 1.052
 20084|10.46|  25.45| 1.285
 20093| 9.80|  26.82| 1.047
 20142|10.62|  35.16| 1.654
 20218| 7.84|  27.88| 0.673
 20222|11.46|  43.27| 1.450
 20232| 9.78|  32.74| 1.209
 20240| 9.81|  32.25| 1.120
 20302|10.69|  35.72| 1.385
 20338|11.53|  35.83| 0.866
 20342| 8.78|  27.46| 0.939
 20359| 9.63|  32.58| 1.166
 20441| 7.86|  26.96| 0.677
 20552| 6.28|  36.92| 0.659
 20630| 6.38|  27.00| 0.457
 20723| 7.80|  25.28| 0.750
 20737| 8.78|  25.66| 0.841
 20745|10.50|  28.27| 1.358
 20777|11.96|  25.72| 1.470
 20781| 6.10|  30.82| 0.470
 20800| 6.72|  33.52| 0.711
 20895|10.92|  25.00| 1.389
 20917| 8.30|  87.17| 1.363
 20968|11.42| 120.70| 0.646
 21000| 9.83|  84.76| 0.600
 21006|10.45|  35.53| 1.364
 21010| 6.51|  25.18| 0.722
 21086|11.47|  49.73|
 21088|10.82| 181.36| 1.170
 21103| 8.55|  27.77| 0.803
 21132|10.33|  28.36| 0.432
 21158| 7.08|  25.55| 0.641
 21172| 7.61|  27.05| 0.683
 21197|10.89|  25.01| 1.270
 21222|10.88|  26.61| 1.371
 21223| 8.74|  39.93| 0.990
 21248| 4.49|  26.22| 0.972
 21272| 7.92|  37.33| 0.779
 21276| 7.75|  36.32| 0.759
 21284| 8.81|  44.52| 1.106
 21327| 7.61|  35.88| 0.776
 21352| 8.91|  26.74| 0.955
 21383| 7.88|  26.45| 0.632
 21386| 6.55|  27.28| 0.529
 21421| 0.87|  50.09| 1.538
 21433| 8.32|  34.23| 0.902
 21436| 7.58|  29.69| 0.685
 21482| 8.10|  56.02| 1.104
 21489| 9.98|  29.96| 1.124
 21492|12.35|  39.88|
 21539|10.17|  28.61| 1.000
 21547| 5.22|  33.60| 0.283
 21553| 8.62|  98.12| 1.423
 21556|10.34|  90.23| 1.505
 21571| 7.76|  33.84| 0.710
 21594| 3.86|  29.84| 1.082
 21710| 9.19|  35.21| 1.018
 21731| 7.76|  26.42| 0.747
 21733|11.04|  33.44|
 21756| 6.53|  32.30| 0.677
 21765|10.27|  49.58| 1.490
 21770| 4.44|  49.67| 0.342
 21818| 8.09|  74.13| 1.092
 21832| 7.29|  35.31| 0.633
 21847| 5.97|  32.03| 0.593
 21861| 5.04|  36.16| 0.391
 21865| 9.98|  32.67| 1.199
 21884|11.37|  30.76| 1.430
 21921| 8.29|  27.55| 0.710
 21932| 9.95| 106.16| 1.523
 21934| 9.98|  29.06| 1.197
 21960| 7.61|  36.74| 0.746
 21988| 8.00|  44.74| 0.907
 22059| 9.54|  32.87| 0.950
 22121| 8.89|  33.68| 0.955
 22122| 7.58|  48.90| 0.875
 22152| 6.46|  31.03| 0.512
 22175| 7.81|  31.11| 0.679
 22182|11.55|  25.54| 0.964
 22221| 7.24|  26.26| 0.560
 22263| 5.49|  75.10| 0.632
 22281| 9.28|  26.35| 0.974
 22288| 9.53|  38.30| 1.135
 22336| 5.77|  37.73| 0.631
 22349| 6.95|  32.51| 0.618
 22424|10.88|  38.91| 1.421
 22431| 7.64|  34.10| 0.846
 22439| 6.27|  28.28| 0.456
 22449| 3.19| 124.60| 0.484
 22451| 7.49|  55.59| 0.901
 22498| 9.99|  42.59| 1.330
 22531| 5.58|  26.97| 0.341
 22534| 6.42|  31.18| 0.483
 22562| 9.02|  27.10| 0.885
 22576| 6.78|  30.51| 0.717
 22596| 6.94|  33.44| 0.586
 22602| 8.15|  31.45| 0.766
 22627|11.94|  82.52| 1.590
 22638| 9.26|  33.82| 1.120
 22646| 8.59|  30.39| 0.890
 22715| 8.78|  37.09| 1.019
 22717| 6.28|  30.74| 0.521
 22738|10.73|  89.47| 1.580
 22762|10.90|  80.89| 1.547
 22776| 7.77|  35.14| 0.747
 22787| 7.60|  38.52| 0.792
 22844| 6.11|  32.38| 0.442
 22845| 4.64|  27.04| 0.085
 22905| 7.49|  26.31| 0.606
 22906| 7.98|  28.08| 0.800
 22907| 8.13|  55.67| 1.072
 22919| 7.02|  27.78| 0.561
 22940| 8.43|  25.50| 0.837
 22961| 8.77|  27.07| 0.985
 23080| 8.15|  30.22| 0.750
 23105| 7.20|  29.85| 0.705
 23140|10.97|  51.51| 1.432
 23147| 9.80|  60.48| 1.413
 23198|10.88|  31.17| 1.293
 23200|10.05|  37.50| 1.394
 23208| 9.83|  28.43| 1.180
 23248| 9.00|  25.63| 0.796
 23259| 8.04|  26.02| 0.680
 23286| 6.75|  28.49| 0.673
 23309|10.02|  38.08| 1.297
 23311| 6.22| 113.46| 1.049
 23380| 6.03|  27.10| 0.448
 23384| 8.06|  25.65| 0.690
 23395| 6.79|  25.27| 0.506
 23402| 8.22|  25.43| 0.700
 23418|11.45|  31.20| 1.540
 23431| 8.19|  34.88| 0.720
 23437| 7.02|  44.94| 0.636
 23443| 7.51|  26.00| 0.615
 23452| 8.31| 117.38| 1.430
 23482| 5.37|  38.19| 0.421
 23484| 6.20|  35.78| 0.509
 23512|11.71| 107.86| 1.661
 23516| 9.28|  37.93| 1.281
 23518| 9.96|  71.35| 1.389
 23530| 7.63|  31.76| 0.660
 23532| 7.93|  31.92| 0.710
 23555| 6.30|  31.93| 0.528
 23563| 9.79|  26.73| 1.060
 23693| 4.71|  85.83| 0.526
 23708| 8.98|  86.76| 1.386
 23776| 7.32|  27.38| 0.652
 23783| 4.98|  38.14| 0.343
 23786| 7.74|  41.70| 0.804
 23818| 6.47|  26.44| 0.648
 23831| 5.97|  27.60| 0.606
 23835| 4.91|  63.02| 0.657
 23852| 6.15|  35.34| 0.625
 23875| 2.78|  36.71| 0.161
 23884| 7.60|  28.38| 0.664
 23932|10.28| 107.30| 1.520
 23941| 5.11|  39.99| 0.455
 24017| 6.37|  25.27| 0.448
 24035| 9.22|  25.67| 0.930
 24069|12.27|  32.83| 1.383
 24162| 5.89|  26.04| 0.462
 24186| 8.86| 255.26| 1.543
 24205| 7.00|  34.85| 0.588
 24210| 8.04|  33.68| 0.799
 24243| 8.89|  35.23| 1.010
 24284|10.82|  78.50| 1.550
 24301| 9.93|  31.41| 1.064
 24329| 8.98|  25.12| 0.738
 24332| 6.48|  38.50| 0.542
 24392|10.54|  25.24| 1.645
 24419| 7.43|  31.78| 0.719
 24454| 9.97|  38.14| 1.189
 24457| 9.85|  26.11| 1.118
 24472|11.54|  41.94| 1.520
 24502| 7.94|  39.77| 0.410
 24523|11.07|  25.24| 1.242
 24526| 7.89|  30.90| 0.747
 24608| 0.08|  77.29| 0.795
 24659| 4.81|  29.63| 0.987
 24754| 8.27|  27.03| 0.733
 24777| 9.08|  25.48| 0.834
 24783| 9.35|  49.34| 1.298
 24786| 5.96|  40.11| 0.572
 24813| 4.69|  79.08| 0.630
 24819| 7.77|  59.29| 1.051
 24829| 5.44|  27.70| 0.517
 24864| 7.00|  26.68| 0.531
 24874| 8.72|  41.09| 1.003
 24886| 9.18|  28.87| 0.960
 25002| 7.68|  26.89| 0.636
 25094| 7.09|  34.00| 0.750
 25110| 5.08|  47.66| 0.506
 25119| 7.76|  50.24| 0.980
 25189| 9.44|  29.37| 1.029
 25220| 7.93|  69.76| 1.104
 25233|10.99|  31.21| 1.340
 25278| 5.00|  68.19| 0.544
 25283| 9.08|  56.36| 1.248
 25321| 8.06|  26.81| 0.728
 25351| 7.17|  28.14| 0.538
 25354|10.42|  25.96| 1.210
 25396| 7.53|  34.90| 0.536
 25421| 7.70|  55.76| 0.946
 25486| 6.30|  37.26| 0.553
 25544| 6.99|  51.10| 0.755
 25578|12.48| 115.04| 1.653
 25580| 6.41|  29.54| 0.510
 25612|10.12|  32.84| 1.170
 25616| 6.78|  28.28| 0.590
 25623| 7.65|  77.03| 1.113
 25627| 9.20|  25.36| 0.939
 25647| 6.88|  66.92| 0.830
 25662| 6.71|  34.55| 0.582
 25716|10.55|  57.50| 1.500
 25775| 9.72|  51.56| 1.343
 25873| 8.40|  28.00| 0.814
 25878| 7.97| 175.72| 1.474
 25905| 8.36|  26.21| 0.697
 25918| 5.18|  32.43| 1.130
 25953|11.55|  78.30| 1.637
 26007|12.08|  27.23| 1.453
 26013| 9.12|  29.57| 1.045
 26058|12.22|  26.61| 1.385
 26081|11.53|  59.45| 1.576
 26113|11.07|  37.65| 1.499
 26175| 8.80|  37.07| 0.923
 26196|10.08|  27.05| 1.270
 26277| 9.33|  30.82| 1.119
 26335| 8.78|  87.90| 1.415
 26366| 4.09|  28.10| 0.951
 26369| 9.84|  41.23| 1.171
 26373| 7.95|  41.90| 0.845
 26380| 6.69|  26.47| 0.584
 26381| 7.68|  30.08| 0.667
 26384|10.15|  26.12| 1.122
 26394| 5.65|  54.92| 0.600
 26462|10.47|  30.99| 0.721
 26501| 7.33|  39.59| 0.769
 26505| 7.74|  48.72| 0.834
 26542| 9.55|  34.45| 1.043
 26653| 7.85|  35.91| 0.764
 26737| 7.84|  27.15| 0.648
 26779| 6.21|  81.69| 0.840
 26801| 9.78|  80.13| 1.473
 26807| 7.67|  26.51| 0.692
 26834| 7.36|  36.05| 0.801
 26844|10.72|  46.51| 1.689
 26857|11.56| 172.78| 1.675
 26907| 8.55|  31.90| 0.887
 26973| 8.52|  27.86| 0.861
 26974| 7.14|  33.02| 0.624
 27058| 7.11|  25.43| 0.637
 27072| 3.59| 111.49| 0.481
 27075| 6.34|  39.15| 0.580
 27080| 8.09|  39.08| 0.760
 27111|11.35|  44.67| 0.699
 27188| 9.02|  73.04| 1.379
 27207| 7.34|  48.60| 0.833
 27225| 8.20|  28.20| 0.722
 27244| 6.63|  34.70| 0.594
 27246| 7.33|  27.37| 0.702
 27288| 3.55|  46.47| 0.104
 27321| 3.85|  51.87| 0.171
 27323| 9.74|  48.20| 1.377
 27359|10.72|  66.71| 1.476
 27397|10.98|  36.42| 1.384
 27435| 5.97|  64.25| 0.639
 27527| 8.78|  28.10| 0.929
 27628| 3.12|  37.94| 1.146
 27654| 3.76|  29.05| 0.984
 27803| 9.70|  49.74| 1.321
 27887| 7.17|  77.95| 0.935
 27890| 4.65|  36.67| 1.022
 27896| 6.53|  28.67| 0.891
 27913| 4.39| 115.43| 0.594
 27918| 8.84|  37.57| 1.014
 27922| 7.51|  43.86| 0.700
 27928|10.70|  26.10| 1.172
 27947| 5.29|  28.65| 0.295
 28035|10.70|  68.58| 1.054
 28066| 6.60|  35.72| 0.650
 28103| 3.71|  66.47| 0.337
 28135| 9.85|  25.08| 1.103
 28153|10.59|  42.17| 1.404
 28267| 6.99|  43.10| 0.720
 28319|12.80|  37.20| 0.279
 28360| 1.90|  39.72| 0.077
 28368|10.25|  73.58| 1.480
 28442| 7.85|  66.82| 1.137
 28494|10.02|  31.56| 1.230
 28634| 6.49|  35.21| 0.567
 28736|11.04|  25.57| 1.260
 28754|12.14|  34.18| 1.458
 28764| 6.35|  37.46| 0.517
 28767| 6.74|  30.00| 0.573
 28790| 5.93|  37.01| 0.493
 28796| 6.60|  33.64| 0.712
 28898| 8.45|  36.53| 0.844
 28902| 8.29|  31.30| 0.783
 28905| 8.34|  27.00| 0.771
 28908| 6.12|  37.90| 0.600
 28921| 8.95|  31.38| 0.868
 28935| 8.40|  32.95| 0.846
 28954| 6.76|  64.71| 0.814
 28964| 9.40|  36.33| 1.107
 29001| 7.34|  27.97| 0.543
 29036|10.62|  25.92| 1.200
 29052|11.87|  87.64| 1.600
 29063| 8.97|  28.92| 0.867
 29067| 9.75|  40.12| 1.250
 29096|11.85|  28.35| 1.401
 29132|10.39|  31.69| 1.687
 29208| 8.45|  33.42| 0.895
 29242| 8.44|  25.00| 0.790
 29271| 5.08|  98.54| 0.714
 29277|10.48| 106.43| 1.514
 29295| 8.15| 173.19| 1.487
 29316|10.41|  92.77| 1.450
 29322|11.29|  33.59| 1.420
 29374| 9.31|  25.91| 0.943
 29432| 6.85|  43.26| 0.642
 29525| 6.43|  55.20| 0.663
 29548| 9.67|  40.38| 1.210
 29568| 6.37|  59.90| 0.713
 29611| 8.39|  33.74| 0.876
 29650| 5.20|  47.33| 0.430
 29673| 6.62|  31.95| 0.562
 29716| 5.62|  28.02| 0.506
 29720| 7.05|  26.36| 0.508
 29761| 7.43|  38.89| 0.776
 29788| 6.44|  27.50| 0.593
 29800| 5.04|  51.00| 0.431
 29804| 8.65|  26.99| 0.927
 29810| 9.35|  29.76| 1.106
 29843| 6.05|  25.06| 0.576
 29860| 5.70|  51.76| 0.610
 29875|10.26|  30.33| 1.360
 29958| 9.89|  32.30| 1.197
 29964| 9.95|  25.99| 0.963
 30023| 6.83|  31.33| 0.561
 30045| 8.68|  25.40| 0.837
 30067| 6.61|  36.32| 0.562
 30104| 6.61|  38.92| 0.657
 30112| 9.83|  35.74| 1.273
 30225| 8.48|  35.92| 0.915
 30256|10.76|  40.52| 1.440
 30314| 6.53|  42.56| 0.614
 30344| 7.37|  34.02| 0.663
 30362| 9.73|  48.08|-0.056
 30365|11.21|  48.08|
 30419| 4.39|  25.39| 0.215
 30422| 6.72|  41.09| 0.450
 30476| 6.67|  35.85| 0.673
 30480| 6.45|  31.46| 0.660
 30503| 6.37|  45.38| 0.626
 30545| 5.88|  30.22| 0.564
 30552| 7.01|  30.36| 0.593
 30579| 8.08|  30.69| 0.719
 30630| 6.78|  68.20| 0.938
 30711| 6.05|  33.48| 0.545
 30756| 8.59|  55.52| 1.029
 30862| 7.15|  38.98| 0.613
 30888|10.76|  30.20| 1.340
 30893| 8.59|  33.96| 0.906
 30905| 8.10|  27.67| 0.846
 30920|11.12| 242.89| 1.690
 30949|11.08|  26.04| 1.885
 30979| 9.11|  35.00| 1.120
 31069| 8.94|  32.09| 0.911
 31079| 5.58|  26.87| 0.534
 31083| 7.14|  35.72| 0.710
 31126|10.58|  41.35| 1.432
 31134| 8.27|  36.05| 0.781
 31142| 9.86|  33.99| 1.237
 31143| 9.36|  27.65| 1.010
 31148|11.42|  36.97| 1.360
 31246| 7.91|  29.93| 0.860
 31293|10.35| 114.18|
 31292|11.41| 119.54|
 31300|11.62|  61.28| 1.500
 31540| 7.63|  26.43| 0.714
 31547| 7.23|  25.47| 0.620
 31552| 6.61|  27.48| 0.496
 31555|10.60|  51.51| 1.459
 31568| 6.89|  27.72| 0.646
 31592| 3.95|  50.41| 1.037
 31623| 7.65|  28.45| 0.703
 31626|10.18|  29.05| 1.200
 31634| 9.61|  66.11| 1.456
 31635| 9.63| 101.59| 1.480
 31655| 7.61|  26.13| 0.735
 31660| 6.84|  36.55| 0.725
 31681| 1.93|  31.12| 0.001
 31692| 8.71|  25.77| 0.742
 31703| 6.26|  28.12| 0.396
 31711| 6.15|  46.15| 0.624
 31734|11.71|  25.32| 1.699
 31850| 6.43|  28.44| 0.523
 31862| 9.80|  76.47| 1.377
 31878| 9.71|  45.56| 1.257
 32010| 8.08|  57.07| 1.021
 32043| 9.63|  35.25| 0.984
 32076| 6.97|  33.75| 0.563
 32277| 9.78|  29.13| 1.262
 32313|10.92|  44.43| 1.364
 32322| 6.43|  37.60| 0.550
 32349|-1.44| 379.21| 0.009
 32362| 3.35|  57.02| 0.443
 32366| 5.92|  41.20| 0.491
 32423| 8.80|  40.02| 0.964
 32439| 5.44|  56.02| 0.525
 32480| 5.24|  60.56| 0.575
 32500| 6.46|  25.55| 0.429
 32530|10.56|  31.48| 1.306
 32544|10.70|  28.90| 1.315
 32560|12.06|  64.91|-0.098
 32607| 3.24|  32.96| 0.225
 32723|10.18|  36.16| 1.330
 32754|10.39|  27.35| 1.277
 32765| 5.14|  39.66| 0.460
 32769| 8.59|  60.96| 1.209
 32775| 6.11|  30.16| 0.457
 32806| 8.61|  26.01| 0.790
 32851| 5.78|  33.45| 0.396
 32874| 6.98|  27.01| 0.600
 32919| 8.95|  53.12| 1.232
 32939|10.06|  39.19| 1.086
 32971| 7.41|  30.26| 0.721
 32984| 6.58| 114.94| 1.071
 33037| 8.99|  31.61| 0.976
 33094| 6.05|  38.77| 0.708
 33109| 7.05|  25.06| 0.566
 33142|11.01|  94.02| 1.552
 33202| 4.73|  35.79| 0.321
 33212| 6.84|  32.23| 0.582
 33226| 9.89| 181.32| 1.580
 33229| 8.17|  29.35| 0.771
 33277| 5.74|  57.89| 0.573
 33287| 8.01|  25.54| 0.735
 33302| 4.66|  34.21| 0.374
 33322|10.23|  38.78| 1.352
 33324| 7.39|  26.58| 0.585
 33373| 9.08|  41.53| 1.117
 33382| 7.41|  31.15| 0.690
 33428| 9.68|  53.67| 1.359
 33478| 5.45|  25.94| 0.390
 33495| 6.91|  27.38| 0.477
 33499|10.81| 124.62| 1.636
 33537| 6.94|  41.25| 0.620
 33560| 9.14|  44.83| 1.162
 33580| 8.06|  25.63| 0.679
 33690| 6.81|  54.33| 0.786
 33691| 8.44|  25.44| 0.737
 33705| 6.62|  25.57| 0.438
 33719| 6.29|  35.63| 0.572
 33736| 8.47|  30.54| 0.899
 33762|11.94|  28.25| 1.779
 33805|10.93|  43.88| 1.476
 33817| 6.71|  68.42| 0.882
 33818|10.13|  27.34| 1.140
 33848| 8.16|  35.35| 0.863
 33852| 7.98|  48.96| 0.986
 33955| 8.38|  53.47| 1.078
 34017| 5.93|  52.37| 0.595
 34024| 7.15|  27.38| 0.521
 34034|10.50|  29.35| 1.655
 34052| 8.67|  58.89| 1.180
 34065| 5.56|  61.54| 0.624
 34069| 6.83|  66.29| 0.779
 34085| 7.15|  26.89| 0.594
 34087| 8.24|  29.52| 0.750
 34104|10.95|  64.96| 1.535
 34115|11.95|  65.44| 1.527
 34222|10.14|  41.63| 1.340
 34317|10.13|  30.68| 1.220
 34341| 9.84|  37.38| 1.270
 34361|11.11|  58.04| 1.440
 34392|11.17|  56.51| 1.499
 34414| 8.32|  44.92| 0.907
 34423| 8.85|  34.84| 0.952
 34567| 7.09|  40.68| 0.700
 34603|11.65| 157.24| 1.700
 34673| 9.96|  39.40| 1.311
 34712|11.16|  38.44| 1.440
 34730|12.21|  27.56| 1.430
 34739| 7.50|  36.11| 0.705
 34785|10.37|  36.44| 1.330
 34796|11.25|  37.41| 1.470
 34804|10.67|  27.58| 1.591
 34834| 4.49|  47.22| 0.324
 34879| 7.17|  27.06| 0.660
 34890| 9.08|  50.02| 1.255
 34950| 8.40|  39.72| 0.827
 35091| 8.81|  26.13| 0.940
 35096| 7.67|  25.50| 0.604
 35136| 5.54|  59.31| 0.576
 35139| 7.74|  30.14| 0.607
 35173| 9.01|  29.25| 1.010
 35191|10.83|  81.05| 1.520
 35198| 8.51|  26.04| 0.746
 35246|10.65|  26.56| 1.030
 35265| 6.93|  36.50| 0.631
 35274|10.20|  26.98| 1.190
 35296| 6.70|  67.69| 0.975
 35350| 3.58|  34.59| 0.106
 35353|10.30|  69.21| 1.508
 35377| 8.02|  28.19| 0.627
 35389| 9.68|  52.47| 0.274
 35495|10.06|  50.59| 1.420
 35550| 3.50|  55.45| 0.374
 35564| 5.50|  28.75| 0.483
 35628| 8.38|  39.10| 0.888
 35642| 6.56|  26.24| 0.532
 35643| 5.74|  28.99| 0.342
 35651| 9.95|  28.98| 1.037
 35739| 8.83|  26.74| 0.875
 35755|11.57|  26.54| 1.668
 35799|11.27|  34.66| 0.870
 35821|10.56|  61.68| 1.442
 35851| 9.91|  33.67| 1.228
 35872| 8.19|  39.91| 0.959
 35884| 6.84|  29.37| 0.489
 35902| 9.76|  25.23| 1.070
 35937|10.12|  33.17| 1.274
 35943|10.34|  41.56| 1.365
 35998| 5.79|  28.72| 0.432
 36037|10.95|  25.88| 1.411
 36046| 3.78|  25.90| 1.024
 36071| 6.99|  28.07| 0.568
 36102|12.04|  29.35| 1.471
 36121| 9.21|  38.92| 1.160
 36152| 6.54|  32.43| 0.464
 36160| 8.17|  26.12| 0.634
 36165| 7.03|  25.21| 0.487
 36208| 9.84| 263.26| 1.573
 36210| 6.72|  44.43| 0.694
 36215|11.25|  50.93| 1.495
 36238| 5.20|  29.38| 0.455
 36249| 7.24|  33.87| 0.734
 36285| 7.39|  34.82| 0.702
 36338|11.47|  79.65| 1.486
 36347| 9.99|  27.48| 1.140
 36349| 9.96|  64.24| 1.442
 36352|10.97|  27.82| 1.323
 36357| 7.73|  56.98| 0.923
 36366| 4.16|  54.06| 0.320
 36395| 6.05|  29.31| 0.479
 36399| 5.86|  35.95| 0.487
 36439| 5.35|  50.25| 0.470
 36512| 7.73|  27.36| 0.637
 36515| 6.66|  45.93| 0.641
 36546|11.41|  32.10| 1.410
 36551| 8.94|  47.09| 1.107
 36627|11.82|  87.15| 1.567
 36626|10.52|  87.61| 1.439
 36635|10.84|  40.48| 1.494
 36637|10.98|  28.91| 1.400
 36640| 5.90|  33.40| 0.540
 36704| 7.68|  50.80| 0.863
 36737|11.35|  32.23| 1.415
 36795| 4.44|  38.91| 0.521
 36817| 5.06|  34.41| 0.468
 36827| 8.16|  40.32| 0.900
 36832| 7.59|  35.27| 0.724
 36834|10.40|  87.01| 0.942
 36850| 1.58|  63.27| 0.034
 36853|11.53|  39.31| 1.498
 36874| 7.37|  25.42| 0.642
 36915|11.36|  76.31| 1.591
 36927| 8.78|  39.66| 1.049
 36948| 8.23|  28.95| 0.734
 36954| 8.51|  25.63| 0.808
 36976| 7.16|  28.17| 0.564
 36985| 9.87|  69.85| 1.455
 37061| 7.97|  36.59| 0.797
 37170| 7.70|  26.13| 0.621
